"Wavelength, µm","k"
0.004960737,0.00335146
0.004980788,0.00338685
0.005000749,0.0034277
0.0050207,0.00346395
0.00504081,0.00349789
0.005060721,0.00352797
0.005080801,0.00355892
0.005100702,0.0035867
0.005120773,0.00361263
0.005140774,0.00363244
0.005160804,0.00365149
0.005180725,0.00366995
0.005200786,0.00368575
0.005220756,0.00371118
0.005240727,0.00373419
0.005260768,0.0037587
0.005280778,0.00378607
0.005300759,0.00381252
0.00532073,0.00385538
0.00534076,0.00389812
0.005360781,0.0039377
0.005380772,0.003989
0.005400782,0.00403811
0.005420783,0.00409962
0.005440744,0.00417039
0.005460775,0.00424071
0.005480835,0.00431887
0.005500726,0.00438358
0.005520837,0.00445619
0.005540797,0.00454276
0.005560778,0.00461273
0.005580749,0.00468752
0.005600769,0.00476352
0.00562078,0.00482016
0.005640721,0.00489081
0.005660781,0.00494763
0.005680782,0.00499892
0.005700793,0.00505245
0.005720753,0.00509536
0.005740804,0.00513785
0.005760785,0.00520404
0.005780825,0.00526382
0.005800756,0.00534198
0.005820827,0.00543944
0.005840787,0.00556462
0.005860748,0.00573017
0.005880769,0.00593421
0.005900809,0.00619221
0.00592081,0.00650711
0.005940731,0.00690945
0.005960861,0.00737315
0.005980762,0.00789029
0.006000793,0.00846375
0.006020813,0.00901905
0.006040764,0.00950607
0.006060785,0.0100146
0.006080755,0.0103638
0.006100806,0.0106887
0.006120777,0.0108755
0.006140837,0.0109926
0.006160828,0.0110443
0.006180849,0.0110835
0.006200729,0.0110667
0.0062208,0.0110213
0.006240801,0.0109483
0.006260781,0.0108869
0.006280802,0.010717
0.006300813,0.0104749
0.006320794,0.0100751
0.006340804,0.00964234
0.006360805,0.00909498
0.006380745,0.00864615
0.006400836,0.00828042
0.006420827,0.00804897
0.006440837,0.0082002
0.006460808,0.00811766
0.006480769,0.00804841
0.006500819,0.0076665
0.00652078,0.00668403
0.006540841,0.00550757
0.006560772,0.0038711
0.006580832,0.00219637
0.006600803,0.00117097
0.006620824,0.000773996
0.006640784,0.000693999
0.006660835,0.000667536
0.006680796,0.000673274
0.006700836,0.000683291
0.006720887,0.000697589
0.006740758,0.000696396
0.006760828,0.000693713
0.006780839,0.000699894
0.00680081,0.00071858
0.006890233,0.000663742
0.006930244,0.000679801
0.006970225,0.000684487
0.007010227,0.000699762
0.007050248,0.000716273
0.007090239,0.000732963
0.007130241,0.000737933
0.007170242,0.00075382
0.007210224,0.000770968
0.007250245,0.000788308
0.007290226,0.000792453
0.007330228,0.000810065
0.007370229,0.000817477
0.00741027,0.000822856
0.007450252,0.00083974
0.007490273,0.000857953
0.007530255,0.000876363
0.007570256,0.000880868
0.007610267,0.000899561
0.007650278,0.00091845
0.00769028,0.000936354
0.007730261,0.000942312
0.007770282,0.000961696
0.007810274,0.000981275
0.007850285,0.0009886
0.007890247,0.000994795
0.007930268,0.00101481
0.007970289,0.00103378
0.008010251,0.00105419
0.008050292,0.0010607
0.008090273,0.00108015
0.008130275,0.00110107
0.008170296,0.0011078
0.008210277,0.00112903
0.008250269,0.00114918
0.00829026,0.00117083
0.008330251,0.00117788
0.008370292,0.00118636
0.008410274,0.00120847
0.008564279,0.0013019
0.008636282,0.0013302
0.008708284,0.00134754
0.008780316,0.00137651
0.008852279,0.00140732
0.008924282,0.00143711
0.008996294,0.00147058
0.009068276,0.00150274
0.009140279,0.00153386
0.009212331,0.00156693
0.009284283,0.00158504
0.009356306,0.00161887
0.009428308,0.0016694
0.009500341,0.00170437
0.009572293,0.00172375
0.009644295,0.0017579
0.009716328,0.00179414
0.00978835,0.0018481
0.009860363,0.00187048
0.009932326,0.00190658
0.010004338,0.00194486
0.01007634,0.00198193
0.010148342,0.00200383
0.010220346,0.00206371
0.010292347,0.00210235
0.01036435,0.00214326
0.010436352,0.00218292
0.010508355,0.00220849
0.010580358,0.00224903
0.01065236,0.00231175
0.010724362,0.00235545
0.010796365,0.00238077
0.010868367,0.00242545
0.010940369,0.00246878
0.011012372,0.00253753
0.011198378,0.00260486
0.01122498,0.0026251
0.01125048,0.00263097
0.011275881,0.00266225
0.011300982,0.00267651
0.011326283,0.00269668
0.011351383,0.00271003
0.011376285,0.0027262
0.011401385,0.00275103
0.011426486,0.00277182
0.011451187,0.00278885
0.011476288,0.00280602
0.011501489,0.00282592
0.011526289,0.0028381
0.01155149,0.00286257
0.011576491,0.00288123
0.011601491,0.00290505
0.011626193,0.00291953
0.011651494,0.00294101
0.011676395,0.00296146
0.011701395,0.00297946
0.011726296,0.00299929
0.011751497,0.00301511
0.011776298,0.00304336
0.011801399,0.00305858
0.011826399,0.0030773
0.0118515,0.0031059
0.011876401,0.00312228
0.011901301,0.00314936
0.011926503,0.00316338
0.011951204,0.00319087
0.011976504,0.00320803
0.012001505,0.00322015
0.012026607,0.00325303
0.012051307,0.00326494
0.012076507,0.00330008
0.012101409,0.00332114
0.01212641,0.00333521
0.012151511,0.00335645
0.012176611,0.00338556
0.012201412,0.00340598
0.012226313,0.00342608
0.012251414,0.00344733
0.012276315,0.00346686
0.012301316,0.00348553
0.012326316,0.00349672
0.012351518,0.00353548
0.012376418,0.00354935
0.012401619,0.00357395
0.01242652,0.00359645
0.012451421,0.00361738
0.012476321,0.00364362
0.012498722,0.00364948
0.012550424,0.00368252
0.012601226,0.00374422
0.012651727,0.00378806
0.012701729,0.00382165
0.012751931,0.00386977
0.012801932,0.0039117
0.012851934,0.00397396
0.012902036,0.00401897
0.012951937,0.00404023
0.013001939,0.00411533
0.013052041,0.00416098
0.013101942,0.00420838
0.013152044,0.00426266
0.013201946,0.00430741
0.013251848,0.00434663
0.013301949,0.00439305
0.013352051,0.00445225
0.013402153,0.00448891
0.013451954,0.00453795
0.013502056,0.00457912
0.013552058,0.00465006
0.013602059,0.0046877
0.013652161,0.00473477
0.013701863,0.00479156
0.013751965,0.00483302
0.013802166,0.00488232
0.013851968,0.00493528
0.01390217,0.00499072
0.013951971,0.00504766
0.014001973,0.00509958
0.014052075,0.00514986
0.014101976,0.0051906
0.014151978,0.00526102
0.01420188,0.00530811
0.014251981,0.00536799
0.014302083,0.00538825
0.014351985,0.00545231
0.014402086,0.00550383
0.014451988,0.00556181
0.01450199,0.00561978
0.014552192,0.00568868
0.014602093,0.00574028
0.014652095,0.00579913
0.014702097,0.0058624
0.014751898,0.00593546
0.0148021,0.0059795
0.014852002,0.0060312
0.014902003,0.00606996
0.014952005,0.00612382
0.015001907,0.00617845
0.015051908,0.00621225
0.01510191,0.00629364
0.015152012,0.00637139
0.015202113,0.0064522
0.015252015,0.00648456
0.015302017,0.00655326
0.015352118,0.0066149
0.01540202,0.00667755
0.015452222,0.00673145
0.015501924,0.00677912
0.015552125,0.0068262
0.015602127,0.00694602
0.015652129,0.0070204
0.01570213,0.00705779
0.015751932,0.00712685
0.015802134,0.00718386
0.015852135,0.00723668
0.015902037,0.00731504
0.015952139,0.00737335
0.016001941,0.00744158
0.016051942,0.00748684
0.016102144,0.00758422
0.016152046,0.00769919
0.016202047,0.00769521
0.016251949,0.00776346
0.016302051,0.00787266
0.016352252,0.00794008
0.016402154,0.00801218
0.016452156,0.00809821
0.016502057,0.00815728
0.016552059,0.00820139
0.016602261,0.00821327
0.016652062,0.00839163
0.016701964,0.00835073
0.016752066,0.00847089
0.016802067,0.0086001
0.016852269,0.00868175
0.016901971,0.00868157
0.016951972,0.00876484
0.017002074,0.00880964
0.017052076,0.00885083
0.017102278,0.00902733
0.017152179,0.00904871
0.017202081,0.00919116
0.017252283,0.0092583
0.017295984,0.009169
0.017400088,0.00939378
0.017501991,0.0095243
0.017602995,0.00970458
0.017703198,0.00989592
0.017803701,0.0100424
0.017904305,0.0102163
0.018004208,0.0104139
0.018103811,0.0105704
0.018204215,0.0107986
0.018304018,0.0109693
0.018403922,0.0111805
0.018504525,0.0113595
0.018604128,0.0115717
0.018704232,0.011784
0.018804135,0.0119841
0.018904038,0.0122119
0.019004142,0.0123975
0.019104245,0.0126039
0.019204149,0.0129
0.019304252,0.0130927
0.019404155,0.0133081
0.019504659,0.0135476
0.019603862,0.0137642
0.019704165,0.0140054
0.019804269,0.0142961
0.019903472,0.01449
0.020004076,0.0147679
0.020104379,0.0150198
0.020204482,0.0152868
0.020303986,0.0155299
0.020404089,0.0158196
0.020503892,0.0160661
0.020603796,0.0163521
0.020704099,0.0166283
0.020804303,0.0169316
0.020904106,0.0171785
0.021004209,0.0174831
0.021104113,0.0177394
0.021204016,0.0180447
0.02130412,0.0183538
0.021404223,0.0186288
0.021503926,0.0189358
0.02160403,0.0192402
0.021704833,0.0195509
0.021803936,0.0198465
0.02190414,0.020193
0.022004243,0.0204776
0.022104047,0.020813
0.02220415,0.0211502
0.022304053,0.0214607
0.022403956,0.0217563
0.02250406,0.0220867
0.022603963,0.0224149
0.022704067,0.0227698
0.02280347,0.0230738
0.022904273,0.0234514
0.023004377,0.0237582
0.02310378,0.0240901
0.023204184,0.0243959
0.023303987,0.0247352
0.02340409,0.025113
0.023504294,0.0254369
0.023604297,0.0257026
0.023704001,0.026131
0.023804304,0.0265079
0.023904508,0.0268206
0.024003611,0.027199
0.024103714,0.0276067
0.024204518,0.0279376
0.024304021,0.0283478
0.024404324,0.028637
0.024504428,0.0289932
0.024604531,0.029402
0.024704435,0.0298819
0.024804038,0.0301163
0.024904641,0.0304788
0.025004245,0.0308213
0.025104648,0.0311953
0.025204751,0.0315882
0.025304355,0.0319496
0.025404258,0.0323179
0.025504362,0.0326635
0.025603965,0.0330598
0.025704568,0.0334664
0.025804271,0.033873
0.025904375,0.0342536
0.026004478,0.0346213
0.026104581,0.0350158
0.026204185,0.0354249
0.026304089,0.0358028
0.026404392,0.0362095
0.026504095,0.036621
0.026604398,0.0370306
0.026704302,0.0374379
0.026804605,0.0378543
0.026904308,0.0382753
0.027003912,0.0386772
0.027104015,0.0390499
0.027203919,0.0394704
0.027304322,0.0399029
0.027404625,0.0403232
0.027504529,0.0407178
0.027604132,0.0411343
0.027704736,0.0416111
0.027804139,0.0420248
0.027904242,0.0424597
0.028004846,0.0429011
0.028104449,0.043376
0.028204353,0.0438747
0.028304656,0.0443088
0.028404359,0.0448641
0.028504263,0.0453431
0.028604066,0.0459013
0.028704469,0.0464001
0.028804773,0.046882
0.028904176,0.0473011
0.029004579,0.0478562
0.029104383,0.048327
0.029204086,0.0489338
0.029304389,0.0493764
0.029404293,0.0499884
0.029504197,0.0504173
0.0296047,0.0509701
0.029704103,0.0515414
0.029804507,0.0521392
0.02990461,0.0527057
0.030004714,0.053431
0.030104617,0.0542606
0.03020402,0.0550447
0.030304623,0.055585
0.030404427,0.0560223
0.03050453,0.0565689
0.030604633,0.0572082
0.030704137,0.0579576
0.03080444,0.0586201
0.030904743,0.0592246
0.031004247,0.0597383
0.03110405,0.0603516
0.031204654,0.0609041
0.031304258,0.0615309
0.03140446,0.0621884
0.031504964,0.0629487
0.031604167,0.0635575
0.031704771,0.0641418
0.031804674,0.0646592
0.031904477,0.0653335
0.032004381,0.0658403
0.032104485,0.0665955
0.032204888,0.0672279
0.032304491,0.0679037
0.032404594,0.0685853
0.032504698,0.06937
0.032604801,0.0702463
0.032704505,0.0709674
0.032804808,0.0716808
0.032904211,0.0724602
0.033004315,0.0732322
0.033105119,0.0739075
0.033204521,0.0746887
0.033304625,0.0752925
0.033405028,0.0760211
0.033504231,0.0768142
0.033604035,0.0777511
0.033704638,0.0784875
0.033804342,0.0789104
0.033904845,0.0795709
0.034004948,0.0803924
0.034104852,0.0813773
0.034204756,0.0822831
0.034304358,0.0833041
0.034404962,0.0840257
0.034504166,0.084691
0.034604969,0.0856041
0.034704572,0.0863061
0.034804676,0.08737
0.034904579,0.0881928
0.035004682,0.0895335
0.035104386,0.0905751
0.035204689,0.0915648
0.035304592,0.0922312
0.035404496,0.0936428
0.0355048,0.0944968
0.035604902,0.095226
0.035704306,0.0953658
0.035804409,0.0959592
0.035904612,0.0970902
0.036003916,0.097393
0.036103819,0.0986877
0.036204123,0.0995504
0.036304926,0.101856
0.03640413,0.10225
0.036504233,0.104963
0.036604637,0.105055
0.03670454,0.105624
0.036804843,0.105141
0.036905047,0.106249
0.037004949,0.108559
0.037104854,0.108683
0.037204957,0.10993
0.03730436,0.109822
0.037404563,0.112253
0.037505167,0.113261
0.03760497,0.115218
0.037704873,0.11557
0.037804976,0.1162
0.03790468,0.11665
0.038004583,0.118304
0.038104687,0.118783
0.03820479,0.120222
0.038304594,0.120584
0.038404797,0.121548
0.038505401,0.123897
0.038604504,0.124771
0.038704708,0.125655
0.038804711,0.126877
0.038904413,0.128495
0.039004718,0.1304045
0.03910482,0.130931
0.039204724,0.13164467
0.039304827,0.132229
0.039404731,0.13212733
0.039504834,0.13284267
0.039604738,0.13431733
0.039705041,0.13629533
0.039804945,0.13792133
0.039904548,0.13864
0.040005051,0.14033533
0.040104754,0.14067767
0.040204858,0.14297
0.040304562,0.14234667
0.040404465,0.144538
0.040504568,0.144959
0.040816868,0.1509776
0.043722322,0.20126776
0.046086721,0.27968508
0.049471058,0.40312675
0.053758338,0.56019174
0.058101961,0.6818
0.062073823,0.7869301
0.067202269,0.9419
0.070088155,1.0164284
0.0740025,1.0957
0.081755059,1.2136983
0.092003107,1.3805
0.097098269,1.4957734
0.10250346,1.6195
0.109653786,1.678223
0.116203928,1.7178
0.121604103,1.7256
0.12407138,1.7313096
0.133604513,1.7391
0.140304739,1.7399
0.140655101,1.740712
0.161096201,1.702514
0.171663837,1.6655515
0.183864919,1.6305214
0.190566437,1.6129108
0.192886514,1.606588
0.195966618,1.5951219
0.199046723,1.578623
0.202126827,1.5583292
0.205206932,1.5388642
0.208287033,1.5226
0.21137714,1.5126169
0.214457243,1.4959486
0.217537345,1.487301
0.22061745,1.4752052
0.223697557,1.4659018
0.226777658,1.4576809
0.229857762,1.450919
0.232947868,1.4394419
0.23602797,1.4290133
0.239108077,1.4198613
0.242188181,1.4099171
0.245268285,1.4002184
0.248348388,1.3876586
0.251428494,1.3729835
0.254518594,1.3548852
0.257598702,1.3328504
0.260678802,1.3079241
0.263758909,1.279801
0.26684901,1.2508358
0.269919115,1.2223729
0.273009223,1.1983032
0.276089326,1.1768425
0.279169428,1.1575087
0.282249534,1.1406504
0.285339638,1.124572
0.288409743,1.1105195
0.291489843,1.0968202
0.294569947,1.0814977
0.297660054,1.0668665
0.300740159,1.0530238
0.303820261,1.0392699
0.306900365,1.026493
0.309990468,1.0142934
0.313060574,1.0019215
0.316150675,0.99017005
0.319230779,0.9784515
0.322310882,0.9668343
0.32540099,0.9651639
0.328471096,0.95500655
0.3315612,0.94515888
0.334631304,0.93513637
0.337721404,0.9255933
0.340801515,0.91709265
0.343881613,0.90893868
0.346971716,0.90107075
0.350041824,0.8940712
0.353121926,0.88761284
0.356212027,0.88086852
0.359292132,0.87373785
0.362372241,0.86426744
0.365462339,0.85190335
0.368532445,0.83680815
0.371612552,0.82207808
0.374702651,0.81064773
0.377782759,0.80203223
0.38086286,0.7951453
0.383942967,0.79001228
0.387033074,0.78420567
0.390113181,0.77892898
0.393193284,0.77388305
0.39627339,0.7690293
0.399343484,0.76516555
0.402433591,0.76144265
0.405513699,0.7576408
0.4086038,0.7529771
0.411673903,0.74815011
0.414764014,0.7437565
0.417834111,0.7378895
0.420934219,0.73333523
0.424014321,0.7294795
0.427094424,0.7258664
0.430174525,0.72175387
0.433254631,0.71847698
0.436334734,0.71470155
0.439414837,0.71113852
0.44250495,0.70701482
0.445575042,0.70327662
0.448655154,0.6995391
0.451745258,0.6954589
0.454825358,0.69200715
0.457895472,0.68839025
0.46097557,0.68465745
0.464065666,0.68094915
0.467145771,0.67719335
0.470225889,0.6731642
0.473315994,0.66897395
0.476386093,0.6652083
0.479486192,0.66112417
0.482566304,0.65697478
0.485646407,0.6529841
0.488726509,0.64902085
0.491806617,0.64523045
0.494886719,0.64137647
0.497966821,0.63753092
0.501046927,0.6339884
0.504127019,0.63018518
0.507217137,0.62636173
0.510287231,0.62240085
0.513367337,0.61878225
0.516447439,0.61506477
0.519547546,0.61075945
0.522607655,0.60750577
0.525687754,0.6036535
0.528787865,0.60007454
0.531867962,0.59623085
0.534948073,0.59240228
0.538028179,0.58856895
